order_placement_date,requested_delivery_date,order_delivery_date,order_quantity,quantity_unit,product_name,material_id,country,origin_region,warehouse_names,company_id,order_id
2021-10-11,2021-10-21,2021-10-25,549.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORQ92002,l7hw3u8f9beldxrmxda3
2019-03-28,2019-04-08,2019-04-08,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,2dneyw7m165yj3a407pa
2020-06-08,2020-06-11,2020-06-11,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COKU67830,dw7x8osutug4k85vj7mc
2017-01-05,2017-01-06,2017-01-06,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COWR84952,db170q7ss2ngo4xmga0z
2017-08-23,2017-08-30,2017-09-01,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,8k3hlsgmwrvpr7fj8fq6
2018-03-20,2018-03-28,2018-03-28,500.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COCY03682,nt5qisqk6eg04x7i0a4u
2020-01-06,2020-01-10,2020-01-10,225000.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,COQR32700,ix3uq648jfltlpt013q8
2019-06-11,2019-06-13,2019-06-13,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COYB41878,tc9n330mcei409tyaw7d
2022-08-24,2022-09-02,2022-09-02,750.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COEC74862,qg2d7pauqrli2xseusfb
2019-02-13,2019-03-15,2019-03-14,90.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COZK12116,ttyj0p2o8wz84f358dpj
2018-04-16,2018-07-02,2018-06-29,25.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COCW72936,l5c80i5d1ecsx49aaijp
2022-08-25,2022-08-31,2022-08-31,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COHC59145,8es5o0om5lqmsaatmvst
2020-05-12,2020-05-14,2020-05-14,0.2914,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COIZ41043,xdb5tu7fjisd15651d2t
2017-05-09,2017-05-29,2017-05-24,150.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COCW72936,9xqm8ivwhib8bmm45nek
2019-04-08,2019-04-30,2019-04-30,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COVR86461,pzgqswigzvl7gbxt6aqa
2018-04-13,2018-04-19,2018-04-19,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COJO26899,58kllhbpb257ay3u7uoe
2020-06-19,2020-06-23,2020-06-23,75.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYG69352,rludd686ofj5palbd67g
2021-05-07,2021-05-19,2021-05-19,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COAI65307,f9nhznfw4z7ycjzccu28
2018-11-06,2018-11-13,2018-11-13,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,n0hwe33384xvxwvxnw8s
2021-08-16,2021-10-06,2021-10-06,2.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,COZD36000,uwm26zysnglb9hibrhl3
2021-11-04,2021-11-15,2021-11-15,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COTD46731,462tyjh41ht4n5jhhd22
2018-04-18,2018-04-23,2018-04-23,200.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COSK06373,k87wcgc0mzwa4t1rvjyu
2018-07-09,2018-07-16,2018-07-18,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,cephlzdvf5tueffgeonn
2019-08-30,2019-09-16,2019-09-16,9975.0,KG,Gelatin,E164938,France,APAC,Villebon sur Yvette,COWB26384,xlvrs3yrk6bxcfmh88ho
2018-01-18,2018-01-22,2018-01-22,3285.9,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORP96240,r7e19isojeyz1ibyxw42
2017-01-19,2017-01-30,2017-01-30,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBE05528,z6bgzmhlcuyadf3svt7v
2018-08-22,2018-10-08,2018-10-08,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYK47433,subor3h5ju8s8f14zrn2
2021-03-12,2021-03-17,2021-03-17,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COAV45438,qr7l697d5s3p4q8j0lef
2021-05-06,2021-05-25,2021-05-25,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPI60780,itx057zsj817y4t35ahk
2021-05-10,2021-05-27,2021-05-27,300.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COUR93790,2yskq1p59rec9ivoi4pw
2019-05-20,2019-05-24,2019-05-24,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COSJ75237,a8aa3i4mf7kbiei6h5qw
2020-01-17,2020-01-23,2020-01-23,50.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COUR61306,qzl6byx903758mejql98
2021-04-13,2021-04-15,2021-04-15,940.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COSI94973,pcszkeaudpmc2rxmxbif
2021-08-10,2021-08-18,2021-08-18,0.12032,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,5i5bgytw6bhlvwund47a
2018-03-06,2018-03-27,2018-03-27,6200.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COMJ86490,dbc8hzi0fpwxpjr9vrlf
2017-09-12,2017-10-16,2017-10-16,22000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COWX51670,7a9zb8sij4qq1zaruklv
2020-03-10,2020-03-13,2020-03-13,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COWM48491,aaz86mg86on40p279hal
2020-05-27,2020-06-10,2020-06-10,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COCH91502,wmxvsfkxlfbc0052xqu5
2020-01-22,2020-01-29,2020-01-29,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COVP73844,7mwuxyohsg2vxsp0jxk6
2017-10-04,2017-10-06,2017-10-06,50.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COST01376,1957eqkv2pnu4imkt8ue
2019-11-18,2019-11-22,2019-11-22,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COBX47331,ucn1ustdxc1yrgrzwq60
2018-07-09,2018-07-19,2018-07-19,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBE05528,du7u4z80uvg7kembp1q4
2022-10-06,2022-10-26,2022-10-26,22.0,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COUT21965,omgffgt75c74zi2u8y4l
2017-08-15,2017-08-21,2017-08-21,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COZW61427,jkemhdawdo7vkwi75hwg
2019-10-10,2019-10-16,2019-10-15,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COTX54794,25hj9o28wn8chtqavpyu
2017-11-15,2017-12-05,2017-12-05,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COVR86461,phpunmnkms5ysakn6x6m
2021-04-27,2021-05-04,2021-05-04,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQO81158,be7dxg9mkn1amvkrpf45
2020-06-03,2020-06-08,2020-06-08,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHV48906,i9hjb2dojlvhmk4gcr5x
2017-08-15,2017-08-22,2017-08-22,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COAC91243,9h33z56olxq1x9lauzdx
2019-05-22,2019-06-05,2019-06-05,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COVQ51251,vaec6uza6grbwaptmxwz
2021-06-09,2021-06-18,2021-06-18,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COYD89251,kguzn0ee60j3yicutcin
2017-03-02,2017-03-07,2017-03-07,0.05,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COVX25094,1xp1vmt09f0gwvuh3ers
2022-03-21,2022-03-28,2022-03-29,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COJZ96489,2lci7pb3gyb3o4y61b2v
2017-06-23,2017-06-29,2017-06-28,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COBY24850,2kharbncq4rgnrbjtfje
2020-03-30,2020-04-03,2020-04-03,775.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COCP97575,kj3e44h5ras6x9r6aim3
2017-07-28,2017-08-03,2017-08-03,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQI39033,psr0mam5whaw4jdniw3i
2018-05-02,2018-07-30,2018-07-30,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COMJ86490,o1w36coekvyswws8iiol
2019-07-08,2019-07-15,2019-07-15,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CONN02067,wgr19hbgu8ijff5ql14f
2017-06-15,2017-06-21,2017-06-21,1500.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COKG69177,wjwu3r0cmm3g5ckle1tl
2020-01-27,2020-01-30,2020-01-30,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COXK96880,jeb7lfzk5j8kihhufisr
2017-07-05,2017-07-07,2017-07-07,2303.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHQ52650,qyrm5m5v80xhy82lkl3v
2021-09-28,2021-10-01,2021-10-03,6000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COVZ01824,yqga6f1ipsaxjb4py1lo
2021-03-11,2021-03-19,2021-03-19,22000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBY97709,9sxe3ruwzb1h9tx3nw9f
2020-07-14,2020-07-23,2020-07-23,4300.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COSX75653,gwi8uzm5wtkdhaq3kqc1
2019-06-18,2019-07-04,2019-07-04,5500.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQJ49988,1w04vil35tg3fsa8jyry
2021-12-01,2022-03-02,2022-03-02,2250.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COYM83133,suj2n7uiu2akafuxlvk1
2020-01-20,2020-02-10,2020-02-07,0.09,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COZK12116,10tyvvtrk7ev2i4jblok
2021-10-13,2021-10-15,2021-10-18,2000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COZZ64389,rg63xyob0f4w9y1fe6d9
2022-02-01,2022-03-16,2022-03-16,2000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COWI99755,ptu372vjh6fggaayis8m
2021-03-09,2021-03-29,2021-03-29,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COYL24178,jzpmks1mzra03g55qq83
2017-12-20,2017-12-27,2018-01-12,3285.9,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORP96240,qqhilwonex7bai3hugh4
2021-10-15,2021-12-02,2021-12-02,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COJU95361,gzau8m0m1vkvcnx2kfd5
2021-02-22,2021-02-25,2021-02-25,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,CORH12953,68ipoyey2qp5n8jpebk1
2020-02-03,2020-02-19,2020-02-19,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYK47433,9yo4af5nwka575tljm25
2022-09-21,2022-09-27,2022-09-27,50.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COOZ55059,f58l932sf790zjpd1h8y
2022-06-30,2022-07-28,2022-07-28,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COQF11638,bpj4p4tuntbvmftm9e13
2021-01-22,2021-01-27,2021-01-27,2293.6,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHQ52650,q0wr6cuayz4cmu30x8uc
2020-10-08,2020-10-16,2020-10-16,1151.5,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COEV09502,52cndgntl7dht3qtqi5l
2021-09-02,2021-09-07,2021-09-07,25.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COBC35419,4uyx8psw9rog9pq7pzng
2018-01-25,2018-01-31,2018-01-31,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COMZ78152,6qix6h2t5agw0y5jx13t
2019-07-11,2019-08-26,2019-08-25,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COWX51670,m5nzmiblpm5d326a5sf0
2021-09-01,2021-09-06,2021-09-06,300.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COFY58158,3hdcbbwqf3wgcliga4z8
2017-10-04,2017-10-11,2017-10-11,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COJV02648,ljms8ta2i3ud1ozflrb7
2018-05-29,2018-06-01,2018-06-01,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COJX99827,0b2otb5mv3v3t1wm1y5n
2019-11-07,2019-11-21,2019-11-21,500000.0,G,Citric Acid,E235421,The Netherlands,EU,Enschede,COZC85399,34b8fs42g6emjw2ryyih
2020-03-04,2020-03-16,2020-03-16,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COJV01971,pz6moh2qrqo6gve4qvrf
2020-04-06,2020-04-09,2020-04-09,1.0,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COLH38094,qeqtkolhcfjb0mm9pgnd
2022-05-02,2022-07-12,2022-07-11,2.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,CORT50764,47yro3hdqdl30t40urqq
2018-11-28,2018-11-30,2018-11-30,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,ytkbf8cxbdt4kobjlhpc
2022-01-03,2022-02-01,2022-02-01,163.56,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COPZ79516,k6z71cz6et84q8nmqqt9
2017-06-13,2017-07-20,2017-07-20,14.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COVC88783,go49ubvf2ich1r4jrrey
2020-12-28,2021-01-14,2021-01-14,270.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COQR32700,iya23d4tsqxamhb03hqy
2020-05-14,2020-05-25,2020-05-25,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGJ36398,uzy53w4kx07jll33hs9v
2019-03-29,2019-04-09,2019-04-09,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CODH48299,qui9ur3sct2xee5tsxmz
2018-03-06,2018-03-15,2018-03-15,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COIT68077,ruap1bpnx6w5u8wt17xv
2021-07-09,2021-07-13,2021-07-13,1146.8,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COBC87274,qvpg33idt5h6nni31vmg
2022-05-10,2022-05-16,2022-05-16,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COSM78121,rn69g0deb0iwxmvyekp4
2022-02-17,2022-02-24,2022-02-24,136.29999999999998,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COYP60592,l9mbsnuq96gv8t1150g9
2020-09-02,2020-09-04,2020-09-04,4700000.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,sblvtxk1uo544pze9mlb
2021-03-23,2021-04-06,2021-04-08,4700.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COKB21403,70xjmxt3frhp6mmxpk2d
2022-05-24,2022-05-31,2022-05-31,6307.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COGO97674,5pr2a7kz2vl2o645p039
2018-08-28,2018-08-31,2018-08-31,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COWG83924,wbrqgxnjz93uferquu3j
2021-10-05,2021-10-12,2021-10-12,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COIZ63076,imojo4a7kuk219r1b0g0
2017-05-05,2017-05-15,2017-05-15,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHV48906,mhkjhsgcr0puirnmtsox
2020-07-09,2020-07-16,2020-07-16,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COZK41556,2q4u0t96305u4wh9p9oc
2018-07-26,2018-07-27,2018-07-30,0.1,MT,Citric Acid,E235421,The Netherlands,EU,Enschede,CONK07904,6s5ylo3233i2b0r86yje
2022-01-20,2022-02-14,2022-02-14,3.726708,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSX75653,raly3v14jl5as9g5az1q
2022-09-29,2022-10-06,2022-10-06,6000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COTU41018,w5a2klsjf38gnat6ndl0
2021-07-27,2021-09-01,2021-09-01,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COCH91502,wz85z3sut12qxy9ulim8
2019-09-09,2019-09-17,2019-09-17,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COTM70432,mqkw34ng5ojlcnrova23
2022-04-05,2022-04-20,2022-04-20,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COUK78518,15btz7o5d5pwyfl3vp8q
2018-01-16,2018-01-18,2018-01-18,87.42,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COQW13734,sm7bxk3zaa74qspi0gum
2020-08-28,2020-09-10,2020-09-10,58.28,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COGN15527,itg5kh24hmgvf79dgdln
2020-03-09,2020-03-12,2020-03-11,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COSD23602,ievtxbwthw6jb9ejiytg
2021-06-04,2021-06-08,2021-06-08,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COWR84952,uujfupc6c404baubb8km
2019-02-06,2019-02-12,2019-02-12,25.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COPQ46132,qxprwshslylbj2n2t5qc
2017-07-11,2017-07-14,2017-07-14,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYG69352,qzbpwao3ccz1wj2iba2j
2020-02-19,2020-02-24,2020-02-24,1000000.0,G,Citric Acid,E235421,The Netherlands,EU,Enschede,COPN12688,2vzej1mhte4fwruuae1e
2019-02-28,2019-03-04,2019-03-04,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COQX57183,8xl1zqcxuent4f4v2iy2
2017-05-03,2017-05-09,2017-05-09,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CONE46362,v7ds83p7i1bvlbr5o6eb
2021-03-01,2021-03-23,2021-03-23,500.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,CODL67013,l647yim138ad8hjf3rke
2021-03-02,2021-03-10,2021-03-10,4.0,MT,Gelatin,E164938,France,APAC,Sotteville de Rouen,COBT68936,rfgvg8fgs9y27abvvbn3
2021-11-04,2021-11-12,2021-11-12,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COPG84405,yxzqo6835ffgwr2t3tat
2019-04-23,2019-04-30,2019-04-30,4000.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSX75653,xejsajimsi0xhf8o7kfh
2022-09-28,2022-10-12,2022-10-12,500.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOJ06899,potlq161uz6o4ksdo69w
2020-01-02,2020-01-28,2020-01-28,24000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COWB26384,444og5e4b1o7dmpf4r66
2020-01-02,2020-01-08,2020-01-08,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJO26928,7gvil6k8oed4qwcfq0mf
2018-11-16,2019-03-08,2019-03-11,24000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COAO94763,3etjg70ikjtfi5ckdqbu
2019-03-14,2019-03-19,2019-03-19,223720.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,yoan8rfv7wt5b3yp02bf
2021-07-26,2021-07-29,2021-07-29,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBE05528,0v747oesrmkkagnljcb1
2021-03-17,2021-03-26,2021-03-26,447.44,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COZK41556,4ye4p0ydl7p0l9axl29s
2019-04-04,2019-04-08,2019-04-08,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COLH93990,20hp28bqwgzhcm9ipav3
2018-07-05,2018-07-11,2018-07-11,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COTV18114,dmv589dlbnp7hpte6dpw
2018-11-01,2018-11-07,2018-11-07,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COOM36510,95mhgxolpflw1lh0n2o7
2022-07-20,2022-08-30,2022-08-31,5.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COGG22539,j29vrpfxq0b6dei6b7b4
2021-09-07,2021-10-07,2021-10-07,1.1468,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORF15305,axy8khd5f1ph3i2evwmn
2020-07-28,2020-07-31,2020-07-31,1151.5,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,uvr34zwtv596yiwxi5mt
2022-12-06,2022-12-09,2022-12-09,125.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COMW19396,rynjsmwk6cly74lozguk
2021-01-26,2021-02-01,2021-02-01,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COKA31664,r8tu14s7r96rs6kycd9z
2020-01-27,2020-02-03,2020-02-03,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COED80280,lbwwqjc4i75dxidaexh0
2021-01-06,2021-01-06,2021-01-06,549.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COQR32700,j4ohh2g94zhzu1ihsrlr
2019-09-23,2019-09-26,2019-09-26,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COQF37103,pq8tbftid580l4azrhyf
2022-01-13,2022-01-21,2022-01-21,300.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,CODL67013,wab9jh2wmnsstebukf20
2021-08-16,2021-09-06,2021-09-06,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPI60780,60g48w242bdoptr793vu
2022-03-10,2022-03-16,2022-03-16,0.05,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COGD90330,045pqkus7ejmnqykzwvb
2019-06-13,2019-07-08,2019-07-08,12048.3,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COUP73752,1821q0e1z1epgw9hbpiw
2017-05-18,2017-05-31,2017-06-01,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COUQ36092,4t38yye5rvhmlbwcu814
2021-10-28,2021-11-04,2021-11-05,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CODH39658,xdewwi0i8poupfpbl3eb
2018-11-30,2018-12-13,2018-12-13,7.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CORK41956,acen5pte4w4wdg6vr2b6
2019-10-14,2019-10-23,2019-10-23,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COTC14397,zxygave1cnrsvg4hdidj
2018-08-29,2018-09-03,2018-09-03,0.125,MT,Sugar,E131096,United Kingdom,EU,Swansea,COPR17758,bz3gjclsf8fwws49ukb6
2017-02-17,2017-02-21,2017-02-21,547.65,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORQ92002,v3pwg99f9tqxwcvh69ug
2022-09-26,2022-11-08,2022-11-08,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COVQ64536,rfzcopyb6cogautrhqvr
2020-11-25,2020-11-30,2020-11-30,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBV68858,mjwsij4a3ss4pxcbptkk
2018-02-15,2018-02-21,2018-02-21,2.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COZU54386,hqcof7nvbum0qstryw45
2022-05-20,2022-05-25,2022-05-25,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CORU86153,6zzz3eeid7xlzsxapbng
2018-12-11,2018-12-20,2018-12-20,7000000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,CORK41956,oqum8vtudgzvgt91xefd
2018-02-07,2018-02-13,2018-02-13,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COBE05528,u7lz3embbq7jcwncmn6l
2022-02-28,2022-03-24,2022-03-24,1720.1999999999998,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHQ52650,a1j1ouoo902f44b6b5i4
2019-07-08,2019-07-18,2019-07-18,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COLK58157,f6d4izilr04x88m0h9s5
2021-08-19,2021-08-26,2021-08-26,375.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,CORW37630,i8p8bkv3e66n0ievpq5q
2021-05-11,2021-08-02,2021-08-02,0.25,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQZ88996,z3x418b129cppwndxoay
2017-02-17,2017-02-21,2017-02-21,50.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COEX99589,00f1x24p6kze9fyrhs4r
2018-11-21,2018-12-11,2018-12-11,4500.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COPM10254,k668dabmq8xdxbfenjhm
2019-06-04,2019-07-02,2019-07-02,2.0,MT,Citric Acid,E235421,The Netherlands,EU,Enschede,COBQ00591,8u26goxaox1awmer94qa
2019-10-29,2019-11-05,2019-11-04,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COGB13815,w4zdr037q5ep207x7o9u
2020-09-30,2020-10-02,2020-10-02,1410.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSI94973,qtd99uj8i0wq89v94wyc
2020-09-25,2020-10-15,2020-10-15,125.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXP69073,8vwbyqllml3vkl5cpivx
2017-10-23,2017-10-27,2017-10-27,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CONN02067,wrp1k4a5f05lkhtaqma6
2020-01-03,2020-01-21,2020-01-21,275.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOI63648,dt26v51rlbs9nan7t6lw
2021-01-04,2021-01-06,2021-01-06,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COXS62219,wb48m226q9f57tg694b2
2019-04-08,2019-04-15,2019-04-15,0.125,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COIK51269,sizvrxeyuvv4oonbz2u1
2018-01-16,2018-01-30,2018-01-30,12010.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSS65945,jzit0a8bz46od862iqmf
2020-10-06,2020-10-09,2020-10-09,0.5,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COJS30060,6fqlvckr0cakbjjohb3z
2022-11-21,2022-11-23,2022-11-23,571.0814899999999,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHV48906,nv7kbt6be3v7i3xmkpsl
2020-08-04,2020-08-04,2020-08-11,1098.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORQ92002,o46lm4s909ragmob2k8m
